,unique_id,winning_bid,hours_final,hours_final_nan,age_at_sale,age_at_sale_nan,bucket,bucket_bin,engine,tires,transmission,score,original_price,predicted_price
4949,rbauction_11005596,-0.4747009299256124,0.7614751786232867,0,-0.3333333333333333,0,bkt,1,,,,14.8698226314965,10000.001,9368.598
5592,rbauction_10379490,-0.6438094588007637,0.5971591692166187,0,1.3333333333333333,0,bkt,1,,,,36.46774852786649,8000.001,7796.3906
5737,ironplanet_1749682,-0.16742067226840174,-0.7158025105696032,0,-0.6666666666666666,0,"74”"" Wide General Purpose Smooth Edge Bucket",1,Ultra Low Sulfur Diesel,Cushion Tires,,42.43979267211793,15000.002,15945.264
4555,ironplanet_1667473,-0.5978653096258961,-5.515317619928494,0,0.0,1,,0,,,,44.97536681073442,8500.006,8069.861
126,rbauction_10648714,-0.402470456767821,0.8995446960821206,0,-0.3333333333333333,0,bkt,1,,,,54.51040437267868,11000.002,10732.467
3323,PW_DB9033,0.08757358863328601,0.0,1,-0.3333333333333333,0,John Deere Worksite Pro C78 low profile bucket,1,John Deere five cylinder turbo diesel engine,14-17.5 tires,Hydrostatic transmission,27.786635497370696,20999.99,19179.02
3199,PW_DW9723,0.263865549143798,-0.5658056618454165,0,-0.6666666666666666,0,"83""W bucket",1,FPT 3.4L four cylinder turbo diesel engine,14-17.5 tires,Two speed hydrostatic transmission,31.672961689415306,26500.008,26202.814
2921,PW_K8131,-0.09519019911061033,0.6598889301708257,0,0.6666666666666666,0,"12""W bucket, 23""W bucket",1,Four cylinder turbo diesel engine,Bobcat 12-16.5 tires,Two speed hydrostatic transmission,47.01935055839029,16500.002,15276.827
2720,PW_K8514,-0.21970666902392466,0.0,1,0.0,0,,0,Turbo diesel engine,Titan 12-16.5 NHS tires,Hydrostatic transmission,23.921067094666235,14000.007,13289.202
5788,rbauction_10271541,-0.02924894348634055,-0.0936757903040511,0,0.3333333333333333,0,bkt,1,,,,39.905651299942605,18000.002,18384.014
5620,rbauction_10847127,-0.402470456767821,0.4942376315048989,0,-0.6666666666666666,0,,0,,,,37.76147688656644,11000.002,10501.412
5075,rbauction_11339041,-0.24726775590351655,-0.7093209651381951,0,-0.3333333333333333,0,bkt,1,,,,28.072412012406225,13499.996,13525.021
1497,rbauction_10336629,-0.5135733665429933,0.0,1,-1.0,0,4-in-1 bkt,1,,,,29.628156803349423,9500.0,8868.606
2362,PW_D4180,-0.36878285015768775,0.3255434866143181,0,0.0,0,"80"" toothed bucket",1,Kubota 3.3L four cylinder turbo diesel engine,Mitco Duro cushion SRB 8.00-16 solid demolition tires,,14.40383516474909,11500.001,11882.84
5069,rbauction_10880022,0.4185384727314556,-1.852565499476768,0,-0.6666666666666666,0,bkt,1,,,,38.046887571058676,32499.992,30869.604
1953,rbauction_10598294,0.24942994385630435,-1.1206246960514026,0,-0.6666666666666666,0,,0,,,,37.79860525205496,25999.994,21607.275
3215,PW_DV9305,-0.14257102428612622,0.4460761457654551,0,-0.3333333333333333,0,"81""W bucket",1,Case four cylinder turbo diesel engine,12-16.5 tires,Hydrostatic transmission,27.240393657630925,15499.992,14346.365
2334,PW_D8729,-0.5378913790328381,-0.187785974079718,0,1.3333333333333333,0,Smooth edge bucket,1,"57 HP, Case 4-390 diesel engine",,,48.14943111530869,9200.001,9693.655
1929,ironplanet_1646942,-0.09519019911061033,-6.12407095646866,0,-0.6666666666666666,0,"68"" Wide General Purpose Smooth Edge Bucket",1,,,,43.8286051975504,16500.002,15197.196
2405,PW_B8305,-0.16742067226840174,-0.7823900565069551,0,0.6666666666666666,0,,0,Three cylinder diesel engine,Hard rubber bolt-on tire sections,,29.689666380597863,15000.002,12894.889
1098,rbauction_10398857,-0.6438094588007637,0.9159336233467432,0,1.3333333333333333,0,,0,,,,40.05348713672018,8000.001,8151.8604
4622,ironplanet_1674134,-0.33652920114355295,-6.7328242930088305,0,-0.3333333333333333,0,General Purpose Smooth Edge Bucket,1,,,,64.02581180688222,12000.001,11362.327
5195,rbauction_10250796,-0.33652920114355295,0.1897826816214392,0,-0.3333333333333333,0,bkt,1,,,,34.66442093193662,12000.001,11117.531
354,bigiron_EP1982,-0.6274102886420501,0.5287010679101171,0,2.0,0,Manual Bucket Detach,1,"46 Hp, Kubota V-2203-E Diesel Engine","33-15.5-16.5 Filled/No Flat Tires, Original Tires Sell In Auction Lot EP1985",,30.630899447151872,8174.9985,8510.151
1271,rbauction_10168755,-0.11851038872637608,-0.1445481897256145,0,0.0,0,bkt,1,,,,26.33817719449285,16000.009,15268.277
3047,PW_DK9540,-0.4747009299256124,0.5014717917143643,0,0.6666666666666666,0,"67""W bucket",1,Four cylinder turbo diesel engine,10-16.5 tires,Hydrostatic transmission,20.107953107471765,10000.001,10765.383
4065,rbauction_10099158,-0.11851038872637608,0.6386780366665048,0,0.0,0,bkt,1,,,,41.65725983861414,16000.009,15002.233
2653,PW_H7689,-0.0505981401487734,-0.14551862675225533,0,0.0,0,"73""W bucket",1,Kubota Y3300-01-T-EU6 four cylinder diesel engine,Bobcat 12-16.5 tires,Hydrostatic transmission,30.463532664005733,17499.992,16190.156
3090,PW_DA3183,0.2043961207529144,0.08799577555456313,0,0.0,0,"Caterpillar 83""W bucket",1,Caterpillar C3.4 four cylinder turbo diesel engine,"18""W tracks",Hydrostatic transmission,47.35926979501242,24499.994,25302.066
3942,rbauction_10632646,-0.27586912621808235,0.3181296825516654,0,0.3333333333333333,0,,0,,foam filled tires,,35.672779475246244,13000.003,12264.965
4373,rbauction_11087348,0.5758972102231601,-2.1770264685472616,0,-0.6666666666666666,0,bkt,1,,solid tires,,50.41459692588589,40000.004,32976.426
3140,rbauction_10757737,0.18876986893083456,-1.0817132847082938,0,-0.3333333333333333,0,bkt,1,,,,24.96754539759121,23999.99,21482.658
3582,rbauction_10532856,0.08757358863328601,-1.2819274130251554,0,-0.6666666666666666,0,bkt,1,,,,30.007143071029983,20999.99,20280.453
4580,rbauction_10807568,0.2780313141708701,-1.1310007119962657,0,0.0,0,bkt,1,,,,30.05704973821031,27000.004,27177.145
1922,bigiron_DJ7578,-0.8369786232356651,-0.11451570503526938,0,2.333333333333333,0,6' Bucket,1,"Hydraulic Cylinder Leak, Kubota V-1902 4 Cylinder Diesel",10-16.5 Tires,,36.589820042140616,6199.9995,5827.15
1993,rbauction_10440851,0.21970666902392466,-0.6026045686955341,0,-0.6666666666666666,0,,0,,solid tires,,23.19619375037852,24999.992,31511.943
1247,rbauction_10712803,-0.402470456767821,0.571572263637282,0,0.3333333333333333,0,bkt,1,,,,30.08184266908507,11000.002,9736.516
2011,rbauction_10438770,0.06931134680273665,0.4212220370801131,0,-0.3333333333333333,0,bkt,1,,,,42.03421922235169,20500.01,18086.953
3415,PW_DF7964,-0.4377254814411016,0.5894138966293133,0,1.3333333333333333,0,"72""W bucket, Foot bucket controls",1,Four cylinder diesel engine,12-16.5 tires,Hydrostatic transmission,26.030591017297866,10499.999,7455.3203
3618,rbauction_11021127,-0.7450057390983122,0.5666231767554187,0,0.3333333333333333,0,bkt,1,,,,31.36974887362297,6999.9995,6550.5786
1528,rbauction_10529186,-0.8011681962924699,0.0,1,2.0,0,bkt,1,,,,51.12283571589406,6499.9985,6448.72
1837,rbauction_10336630,-0.5135733665429933,0.0,1,-1.0,0,4-in-1 bkt,1,,,,28.926399504247023,9500.0,9215.271
1475,rbauction_10689472,-0.5978653096258961,-0.08865592752479895,0,1.0,0,bkt,1,,,,35.7511950616528,8500.006,8125.3545
5181,rbauction_10537843,0.18876986893083456,-1.0431028729257459,0,-0.3333333333333333,0,bkt,1,,,,28.47914990265466,23999.99,20095.875
4605,rbauction_11238313,-0.33652920114355295,0.165931368832311,0,-0.6666666666666666,0,bkt,1,,,,25.599120094563165,12000.001,11631.276
2893,PW_K2175,-0.5545480135607281,0.06078461861400208,0,0.3333333333333333,0,"71""W low profile bucket",1,John Deere Powertech 3029T 2.9L three cylinder turbo diesel engine,12-16.5 tires,Hydrostatic transmission,50.51238698624727,9000.005,9087.14
2727,PW_BS9183,0.011725703531394238,-0.7576769622617054,0,0.0,0,Bucket,1,Caterpillar four cylinder turbo diesel engine,Recently replaced Xtra-wall 12-16.5 tires,Hydrostatic transmission,25.95591262044674,19000.012,17007.9
2340,PW_C5271,-0.5890015084254152,-0.4051604461224916,0,0.3333333333333333,0,6' GP bucket,1,"64 HP, John Deere 3029T diesel engine",12-16.5 NHS tires,,48.153571804294785,8599.995,10722.963
1009,rbauction_10799950,-0.27586912621808235,0.9820948917441462,0,0.0,0,bkt,1,,cushion tires,,16.353601631728175,13000.003,13309.762
2128,PW_5001,-0.36878285015768775,0.2665313757796656,0,0.0,1,"76"" smooth bucket",1,John Deere 4045D 82 hp diesel engine,,,43.51758543091134,11500.001,12163.125
3242,PW_EF9769,-0.7559101914500141,0.8256213413524139,0,1.6666666666666667,0,"72""W bucket",1,Four cylinder diesel engine,12-16.5 tires,Hydrostatic transmission,26.569413962471103,6899.9976,7246.157
2025,rbauction_10121131,-0.5545480135607281,-0.18017767856421427,0,0.3333333333333333,0,bkt,1,,solid tires,,35.47009183210953,9000.005,7795.625
3363,PW_DD0710,0.4527328305228782,-0.4479449382115736,0,-0.6666666666666666,0,"73""W bucket",1,Four cylinder diesel engine,14-17.5 tires,Two speed hydrostatic transmission,38.73829126968989,34000.023,35424.254
1447,rbauction_10652458,0.0505981401487734,0.7443704942665409,0,0.3333333333333333,0,Q/C bkt,1,,,,30.340392615309945,19999.992,19464.22
5237,ironplanet_1747262,-0.3055924010504629,-6.12407095646866,0,-0.3333333333333333,0,General Purpose Bucket w/ Teeth (added post inspection),1,Ultra Low Sulfur Diesel,Cushion Tires,,28.991844710762766,12500.001,11470.286
2076,rbauction_11200198,-0.402470456767821,-1.6161663832324695,0,0.0,1,bkt,1,,,,38.202916763244254,11000.002,12055.07
3115,PW_DB6260,-0.5890015084254152,0.0,1,0.0,0,"66""W low profile bucket",1,"49 HP, John Deere 4024T 2.4L four cylinder turbo diesel engine",10-16.5 tires,Hydrostatic transmission,49.963584694385254,8599.995,8127.5166
299,rbauction_10233511,-0.4747009299256124,0.0,1,1.3333333333333333,0,bkt,1,,,,23.83058734198662,10000.001,8808.927
2089,rbauction_11025574,0.011725703531394238,0.03507803942456403,0,-0.3333333333333333,0,bkt,1,,rubber tracks,,42.9997972285561,19000.012,17114.293
308,rbauction_10439511,0.496050126588047,-0.8709213218002104,0,-0.6666666666666666,0,,0,,,,54.5339640174396,36000.02,36725.57
1070,rbauction_10629408,-0.11851038872637608,-0.380709543878752,0,-0.3333333333333333,0,,0,,solid tires,,33.355346440241554,16000.009,14609.594
5613,ironplanet_1885796,-0.7725668259779042,0.0,1,0.6666666666666666,0,,0,,,,36.11877192460461,6750.001,5982.6675
4178,rbauction_10400963,-0.4747009299256124,-0.14261052667872026,0,-0.6666666666666666,0,,0,,aperture tires,,22.83317945563039,10000.001,9229.343
6150,bigiron_AFO729,-0.2333619278926697,0.2561450480259174,0,0.0,1,,0,,10-16.5 Tires,,35.16422440814689,13750.002,14243.86
5720,rbauction_11154600,-0.27586912621808235,-0.4296404343806896,0,0.3333333333333333,0,bkt,1,,,,24.040281906163806,13000.003,12623.043
4683,rbauction_10389109,-0.5545480135607281,-0.015353606489931287,0,0.3333333333333333,0,bkt,1,,,,26.043628557713603,9000.005,8422.468
1637,bigiron_BA0223,0.3360960223015894,-0.403856443774908,0,-0.6666666666666666,0,,0,74 HP,,,25.466638195175427,29150.01,30106.81
4641,bigiron_DE0029,-0.7236565424358794,0.5885724638274629,0,0.6666666666666666,0,"60"" Unused Bucket",1,Kubota 1.9L 4 Cylinder Diesel Engine Model V1903-E,Tires 10-16.5NHS,,15.8758258813325,7199.997,6912.0435
222,rbauction_11111098,-0.27586912621808235,0.0,1,0.0,0,bkt,1,,,,41.69544407172847,13000.003,12080.09
687,rbauction_11027063,-0.16742067226840174,-0.00041145253493324703,0,-0.6666666666666666,0,bkt,1,,,,34.71569046498734,15000.002,18788.111
4185,rbauction_10397889,-0.24726775590351655,-0.10565623889247153,0,-0.3333333333333333,0,bkt,1,,,,23.158283793991323,13499.996,12844.751
5319,ironplanet_1671610,-0.4377254814411016,-6.7328242930088305,0,-0.3333333333333333,0,,0,,,,18.855736837382427,10499.999,10295.183
729,bigiron_CW3006,-0.17325321447815512,0.4539862111544597,0,-0.6666666666666666,0,77' Bucket With Manuel Lock,1,,12.5X16 Beefy Baby 10 Ply Tires,,18.83484732604572,14885.004,13308.087
2239,rbauction_10384008,0.24942994385630435,-0.3999560135900634,0,-0.6666666666666666,0,hyd Q/C bkt,1,,,,63.19962713169564,25999.994,26565.873
3532,rbauction_10832101,-0.14257102428612622,0.0016438852151005928,0,-0.3333333333333333,0,bkt,1,,,,25.696309510516468,15499.992,14194.7705
233,rbauction_10447467,-0.11851038872637608,0.6745138631943911,0,-0.3333333333333333,0,bkt,1,,,,35.16792310821629,16000.009,17181.752
2426,PW_G7662,-0.5461739353907813,-0.1646596869207206,0,1.3333333333333333,0,6' smooth edge bucket,1,54 HP diesel engine,12-16.5 tires,,35.13756729674983,9100.001,8009.7803
4846,rbauction_10508869,-0.5978653096258961,0.542116482828626,0,0.3333333333333333,0,bkt,1,,,,27.180738096962234,8500.006,7882.6978
997,rbauction_10690770,-0.33652920114355295,0.39773883014370015,0,-0.3333333333333333,0,bkt,1,,,,40.620572311982336,12000.001,12645.153
636,rbauction_10520639,-0.16742067226840174,-0.08865592752479895,0,0.0,0,,0,,aperture tires,,17.739092789598285,15000.002,14339.197
3807,rbauction_10462380,-0.33652920114355295,-0.016191227363869395,0,0.3333333333333333,0,bkt,1,,,,39.58293299129258,12000.001,12243.193
3077,PW_DC5316,-0.5545480135607281,0.706739793387379,0,0.3333333333333333,0,"72""W bucket",1,Kubota 2.0L four cylinder turbo diesel engine,10-16.5 tires,Hydrostatic transmission,14.987138892742415,9000.005,8840.789
758,rbauction_10588119,-0.33652920114355295,0.2280437926614163,0,0.6666666666666666,0,bkt,1,,,,38.92139283099309,12000.001,11186.224
1470,rbauction_10465998,-0.24726775590351655,0.3882726202016557,0,0.0,0,bkt,1,,,,33.3336575364073,13499.996,12328.596
1409,rbauction_10815907,0.496050126588047,-0.9881946557656848,0,-0.6666666666666666,0,bkt,1,,,,25.10759043682503,36000.02,38785.2
4639,rbauction_10328873,-0.21970666902392466,0.9641653492505916,0,0.3333333333333333,0,Q/C bkt,1,,,,35.2570119619785,14000.007,12939.913
2276,PW_2164,-0.9849926509182224,0.746131211415519,0,0.3333333333333333,0,"6'W x 28"" x 21"" bucket with teeth",1,,12-16.5NHS tires,,31.944611462045067,5100.0005,5348.3135
4913,rbauction_10399266,0.12282861330656658,-0.3612549377364995,0,-0.6666666666666666,0,bkt,1,,,,40.245259524494564,21999.992,22347.166
3361,PW_DG2903,-0.5715789856429714,-0.6342115080289686,0,0.0,0,"70""W bucket",1,Deisel engine,10-16.5 tires,Hydrostatic transmission,26.09177616789677,8800.001,8360.861
2406,PW_D5683,-0.563015658785968,-1.1722117931940104,0,0.0,1,,0,"43 HP, Four cylinder diesel engine",10-16.5NHS tires,,36.942087975718756,8900.006,7589.592
5781,ironplanet_1790229,0.496050126588047,-2.5065454239050524,0,-1.0,0,"73"" General Purpose Smooth Edge Bucket",1,Ultra Low Sulfur Diesel,,,39.78749677226415,36000.02,35819.44
3343,PW_AV9455,0.37040506917891936,-2.1968746674157233,0,-1.0,0,"72""W bucket",1,Four cylinder diesel engine,12 x 16.5 tires,Hydrostatic transmission,33.35771329969056,30500.01,30980.082
895,rbauction_10233054,-0.5545480135607281,0.7147971473308855,0,0.6666666666666666,0,bkt,1,,solid tires,,28.28949888798296,9000.005,9191.801
1424,rbauction_11002056,-0.16742067226840174,-0.08729183910184918,0,0.0,0,bkt,1,,aperture tires,,45.7179639406495,15000.002,16063.336
3803,rbauction_10344935,0.2780313141708701,-0.06530651452293147,0,0.0,0,,0,,,,18.085930564148182,27000.004,25004.283
2006,rbauction_10551358,0.21970666902392466,-2.7060976051586003,0,-0.6666666666666666,0,Q/C bkt,1,,,,23.72025689159481,24999.992,23131.8
799,rbauction_11049837,-0.1931128399187525,0.4406134764052837,0,-0.6666666666666666,0,bkt,1,,,,36.412267625316474,14499.993,13998.549
1891,rbauction_10444935,0.29193714218171785,-0.7242068370940709,0,-0.6666666666666666,0,,0,,,,37.11337660711193,27500.018,25636.186
1394,rbauction_10175865,-0.5545480135607281,0.0,1,0.3333333333333333,0,bkt,1,,,,20.964413380756255,9000.005,8972.343
116,rbauction_10169548,-0.07256623955150854,0.8579569162902851,0,0.0,0,bkt,1,,,,22.029602858870557,17000.002,16303.946
4116,rbauction_10339368,-0.6927197423427893,0.0,1,0.3333333333333333,0,,0,,,,35.801417086530165,7499.9976,8402.114
1356,rbauction_11259284,-0.11851038872637608,-0.4356996449062676,0,-1.0,0,bkt,1,,,,23.86281404995892,16000.009,12051.174
4654,rbauction_10323459,-0.27586912621808235,0.2343666811653322,0,0.0,0,,0,,,,32.50429333125402,13000.003,13168.869
5017,rbauction_11323155,0.0314111314391301,-1.568273132007093,0,-1.0,0,bkt,1,,,,34.414589352013216,19500.006,18980.758
4309,bigiron_CX3531,-0.6438094588007637,0.1557931763733437,0,0.6666666666666666,0,,0,4 Cylinder Cat 3024C Diesel 51 HP Engine,"31X6X10 Front Tires, 31X6X10 Rear Tires",,20.473756799783907,8000.001,7237.504
4765,rbauction_11095917,-0.1931128399187525,0.6324938866369862,0,0.3333333333333333,0,,0,,,,28.50439028799665,14499.993,14105.3545
555,rbauction_10159046,0.17281461933350872,0.7541853526529213,0,-0.6666666666666666,0,hyd Q/C bkt,1,,,,27.628549242506896,23500.016,20922.328
3741,rbauction_10598299,0.08757358863328601,-1.1191523647430348,0,-0.6666666666666666,0,,0,,,,36.33768205012628,20999.99,20398.037
3331,PW_DF2063,0.011725703531394238,-1.4300918125387865,0,-1.0,0,"69""W bucket",1,Kubota V2607 2.6L four cylinder diesel engine,10-16.5 NHS tires,Two speed hydrostatic transmission,62.3051927383015,19000.012,21871.111
2147,PW_6030,-0.8875204388682914,0.4825850759237229,0,0.0,0,"72"" smooth bucket",1,Deutz 74hp diesel engine,,,34.0426046520938,5799.9995,5501.871
2702,PW_K6792,0.17281461933350872,-1.5731932872829877,0,-0.6666666666666666,0,Bucket,1,"84 HP, Yanmar 3TTNQ 3.319 C.I.D. four cylinder diesel engine",Titan 14-17.5 tires,Two speed hydrostatic transmission,49.70139464012418,23500.016,18536.227
2987,PW_CB9850,-0.09519019911061033,-0.10751397712033292,0,-0.6666666666666666,0,"72""W bucket",1,Four cylinder turbo diesel engine,Carlisle 12-16.5 tires,Hydrostatic transmission,37.07658682157341,16500.002,16767.307
554,rbauction_10812564,-0.5545480135607281,1.0258916909600484,0,0.0,0,grapple bkt,1,,segmented tires,,19.71009297890226,9000.005,8526.806
4893,rbauction_10835776,0.011725703531394238,-0.4479449382115736,0,-0.6666666666666666,0,bkt,1,,solid tires,,30.52174296359394,19000.012,18510.998
2823,PW_J7608,-0.6826818954181437,0.4181610566254063,0,0.0,1,"5'7""W bucket",1,Kubota four cylinder turbo diesel engine,12-16.5 tires,Hydrostatic transmission,31.74515098942155,7600.0,7432.54
1893,rbauction_11067138,-0.09519019911061033,-4.480169267924682,0,-0.6666666666666666,0,bkt,1,,,,51.3934238086291,16500.002,15524.535
1147,rbauction_9927355,0.5370247736057809,-0.3507664589267565,0,-0.6666666666666666,0,bkt,1,,,,39.105834862064135,38000.0,41718.246
4211,rbauction_10400965,-0.27586912621808235,0.08762355879978598,0,-0.6666666666666666,0,grapple bkt,1,,aperture tires,,23.431236888394533,13000.003,11829.8545
385,rbauction_10631422,0.4067886813480106,-2.5504668467145755,0,-1.0,0,bkt,1,,,,34.20155403352782,32000.004,32420.746
3983,rbauction_10359039,0.12282861330656658,1.0917894582219434,0,-0.3333333333333333,0,4-in-1 bkt,1,,,,25.567034426153132,21999.992,21817.008
4122,rbauction_10720993,-0.5978653096258961,0.15289467400727202,0,1.0,0,bkt,1,,,,21.083224034375807,8500.006,8178.8896
1606,rbauction_11129639,-0.0505981401487734,-0.9509752973006709,0,-0.3333333333333333,0,bkt,1,,,,27.949687743486727,17499.992,17239.148
438,bigiron_DC9748,-0.9277695268422086,0.0,1,3.333333333333333,0,"5' 6"" Bucket",1,"38 Hp, Diesel",12-16.5 NHS Tires,Hydrostatic,24.804122770000358,5499.998,4820.9683
4525,rbauction_11313374,0.0505981401487734,0.5329714955115977,0,-0.6666666666666666,0,bkt,1,,,,33.76781211983694,19999.992,18786.715
958,rbauction_10724782,-0.27586912621808235,0.0,1,-0.3333333333333333,0,bkt,1,,,,41.27686851562586,13000.003,11341.302
1513,rbauction_10484199,-0.4747009299256124,0.9515881678724344,0,0.6666666666666666,0,bkt,1,,,,42.04590087384659,10000.001,10116.895
331,rbauction_10491826,-0.24726775590351655,0.5042561916786195,0,0.3333333333333333,0,bkt,1,,,,29.00707547751809,13499.996,13237.165
3481,rbauction_10609258,-0.3055924010504629,-1.1295108975257735,0,-0.6666666666666666,0,bkt,1,,,,28.879636576524305,12500.001,11471.686
3433,PW_DE3546,-0.5715789856429714,0.5137034983630059,0,1.0,0,"60""W bucket, Hand bucket controls",1,Case 3.9L four cylinder diesel engine,10 x 16.5 tires,Hydrostatic transmission,35.067023714755514,8800.001,8458.747
3685,rbauction_10070377,-0.8618282712179406,0.0,1,1.3333333333333333,0,bkt,1,,,,21.5110720372191,5999.9976,5946.7793
2545,PW_D6081,0.12282861330656658,0.2622695178923438,0,-0.3333333333333333,0,"79""W bucket, Joystick bucket controls",1,"81 HP, Kubota V3300-D1T four cylinder diesel engine",Bobcat 12-16.5 tires,Hydrostatic transmission,37.37128242714788,21999.992,19677.982
714,bigiron_DD0014,0.4637964775739114,-1.762409958855074,0,-1.0,0,Self Leveling Bucket,1,Engine S/N 8FA1597 Remaining 2 Year Transferable Warranty,12/16.5 CAT 10PR Tires,,43.661752507417575,34499.99,33571.332
5262,bigiron_DA4766,-0.5758106041590274,0.9396752970070804,0,0.3333333333333333,0,7' Bucket,1,Kubota 4 Cylinder 66HP Diesel,,,24.47992830286069,8751.001,8476.739
545,bigiron_CX5839,-0.008484730537539066,-0.2099689760113792,0,-0.6666666666666666,0,,0,"4 Cylinder Turbocharged Diesel Engine, 76 HP",33X15.50-16.5NHS Tires,2 Speed Hydrostatic Transmission,34.7543000986225,18500.004,19733.42
1882,rbauction_11232239,-0.7450057390983122,0.3328952297734518,0,1.3333333333333333,0,bkt,1,,,,34.626722836543216,6999.9995,6369.7563
3792,rbauction_10365720,-0.8011681962924699,0.3987843605287891,0,1.0,0,bkt,1,,,,48.43521320761501,6499.9985,6732.887
5461,bigiron_CX1411,-0.497784329549333,-0.23810496167345205,0,0.0,0,"72"" Bucket With Quick Tach",1,4 Cylinder Turbocharged CAT Engine,10 X 16.5 Tires,Single Speed Hydro-Drive,18.99501818406989,9700.0,9635.607
416,rbauction_10144912,0.10540609052412186,-0.34040176234781794,0,-0.3333333333333333,0,hyd Q/C bkt,1,,,,35.687337082578246,21500.0,21392.662
4295,rbauction_10242273,-0.0505981401487734,-0.7130188460529518,0,-0.6666666666666666,0,,0,,,,24.852369490319425,17499.992,15629.385
343,rbauction_10724781,-0.5545480135607281,1.3363084070973936,0,0.6666666666666666,0,bkt,1,,,,26.39984303865337,9000.005,7348.842
1519,rbauction_10156881,-0.11851038872637608,0.08127161784327411,0,0.3333333333333333,0,bkt,1,,,,29.322492318584107,16000.009,16123.961
4300,rbauction_10375175,0.35787839780598585,0.21525979081268584,0,-0.3333333333333333,0,hyd Q/C bkt,1,,,,45.657972618103074,29999.99,24347.43
1289,rbauction_11046353,-0.0505981401487734,-0.3532230910733105,0,-0.3333333333333333,0,bkt,1,,,,48.94913118012786,17499.992,15279.625
2734,PW_H4565,-0.9277695268422086,1.2320908896592713,0,1.3333333333333333,0,"Case 62""W low profile bucket, Joystick bucket controls",1,Case four cylinder diesel engine,Carlisle Trac Chief XT  10-16.5 tires,Hydrostatic transmission,31.96165773593243,5499.998,5130.8906
4336,rbauction_10687648,-0.33652920114355295,-0.6802854142845476,0,-0.6666666666666666,0,bkt,1,,solid tires,,38.24358271905607,12000.001,11402.034
1915,rbauction_10446347,-0.11851038872637608,-0.2571920772198214,0,0.0,0,,0,,,,34.01125203590688,16000.009,16812.588
4442,rbauction_10613588,-0.14257102428612622,1.0693138021532145,0,-0.6666666666666666,0,bucket,1,,,,35.845844490659545,15499.992,17816.852
1287,rbauction_10297976,-0.6927197423427893,0.23751113643904145,0,1.3333333333333333,0,bkt,1,,,,20.9344411743693,7499.9976,6807.5693
5032,bigiron_CW9096,-0.634395097195843,0.7848418589066622,0,-0.3333333333333333,0,Hydraulic Bucket Coupler,1,"4 Cylinder Deutz Liquid Cooled Diesel, 62HP",12.5X16 Tires,,60.32147414948409,8100.001,7790.3267
4473,rbauction_10498593,-0.0505981401487734,0.03941506265684624,0,0.0,0,bkt,1,,,,38.64009349511157,17499.992,15796.661
3190,PW_DD1269,0.13985958538880894,-1.4217473752311418,0,-1.0,0,Kubota AP-SC68SLC bucket,1,Kubota V2607-CR four cylinder turbo diesel engine,Titan 10-16.5 tires,Two speed hydrostatic transmission,48.1555927033165,22500.004,22955.266
5964,ironplanet_1791081,-0.8940819202320753,-2.9527988385916286,0,0.3333333333333333,0,,0,,Cushion Tires,,16.616996136001813,5749.998,5715.359
4661,rbauction_10811712,0.06931134680273665,0.2782957870904565,0,-0.3333333333333333,0,bkt,1,,,,43.213812060039146,20500.01,19062.846
5741,rbauction_10978600,-0.09519019911061033,-0.14843638830557168,0,-0.3333333333333333,0,bkt,1,,,,27.69166791066381,16500.002,15270.155
101,rbauction_10697327,-0.5135733665429933,0.3022373265193614,0,0.6666666666666666,0,bkt,1,,,,27.232653645130128,9500.0,9893.456
5882,ironplanet_1976341,-0.21970666902392466,-6.12407095646866,0,-0.6666666666666666,0,"84"" General Purpose Smooth Edge Bucket",1,Ultra Low Sulfur Diesel,,,21.026280063381183,14000.007,11717.595
1499,rbauction_10650584,-0.6438094588007637,-0.17614671144303573,0,0.3333333333333333,0,bkt,1,,,,20.38954619350956,8000.001,7279.9995
2084,rbauction_10788700,-0.27586912621808235,0.2434547612523852,0,-0.3333333333333333,0,bkt,1,,,,24.553314083634525,13000.003,11837.055
473,rbauction_10840884,-0.4377254814411016,-0.25553968647884706,0,0.0,1,bkt,1,,,,35.236424007981405,10499.999,10905.463
5976,rbauction_10814534,-0.11851038872637608,-0.8213384759986179,0,-0.6666666666666666,0,bkt,1,,solid tires,,13.5096673682326,16000.009,14700.69
4171,rbauction_10174009,-0.0505981401487734,0.1354408917107784,0,-0.6666666666666666,0,bkt,1,,,,34.25232644633595,17499.992,16695.79
2662,PW_J1221,-0.5135733665429933,0.2845657963205053,0,0.6666666666666666,0,"68""W bucket",1,"46 HP, Kubota four cylinder diesel engine",10-16.5 tires,Hydrostatic transmission,25.857954687797555,9500.0,8852.501
5372,rbauction_10759177,-0.5978653096258961,0.018721417566857176,0,3.333333333333333,0,bkt,1,,,,43.3120733686119,8500.006,9586.918
1156,rbauction_10480610,-0.0505981401487734,0.13895950787465652,0,-0.3333333333333333,0,4-in-1 bkt,1,,aperture tires,,41.07184384377595,17499.992,16888.324
2449,PW_G7539,-0.16742067226840174,-0.2755765727300847,0,0.3333333333333333,0,"72"" smooth edge bucket, Bucket float capable",1,"73 HP, Duetz four cylinder turbo diesel engine, Right lift cylinder seeps",Big Jake 12-16.5 NHS tires,,22.822127435538807,15000.002,14527.206
1540,rbauction_10139093,-0.4747009299256124,0.4497813070185929,0,0.3333333333333333,0,bkt,1,,,,19.556523603009566,10000.001,7833.23
