,unique_id,winning_bid,hours_final,hours_final_nan,age_at_sale,age_at_sale_nan,bucket,bucket_bin,engine,tires,transmission,score,original_price,predicted_price
107,rbauction_10602842,-0.27586912621808235,0.07713692173333804,0,-0.3333333333333333,0,,0,,solid tires,,25.75288418413989,13000.003,12170.702
3457,ironplanet_1663703,-0.24726775590351655,-6.7328242930088305,0,-0.3333333333333333,0,,0,Ultra Low Sulfur Diesel,Cushion Tires,,44.15803844183213,13499.996,13407.476
2259,PW_4386,-0.0505981401487734,-0.4143430808413559,0,-0.6666666666666666,0,GP 20.2 cu. ft. bucket,1,"80 HP, Four cylinder diesel engine",,,32.59709675584988,17499.992,14834.257
120,rbauction_10347885,-0.21970666902392466,0.3499057537976213,0,-0.6666666666666666,0,bkt,1,,,,26.700315759840432,14000.007,12670.164
364,rbauction_10498488,-0.9277695268422086,0.0,1,0.0,1,,0,,,,50.57348593925354,5499.998,5328.2705
5590,rbauction_11029358,-0.33652920114355295,0.13367628308065554,0,-0.3333333333333333,0,bkt,1,,,,41.449665488618066,12000.001,12261.293
3801,rbauction_11121602,-0.21970666902392466,-0.3024433177682241,0,-0.3333333333333333,0,bkt,1,,,,38.115005428807905,14000.007,13111.988
4631,bigiron_CL0458,0.18401846550868228,0.3312041276724719,0,-0.6666666666666666,0,,0,4 Cylinder Diesel Engine,Tracks,Hydrostat Transmission,21.566806410463794,23849.996,20452.229
872,rbauction_11335771,-0.6927197423427893,0.12014811695704848,0,1.3333333333333333,0,bkt,1,,solid tires,,31.82801334043564,7499.9976,6853.245
898,rbauction_10779666,-0.6438094588007637,0.8450080415492527,0,0.6666666666666666,0,bkt,1,,,,37.977168767867774,8000.001,8265.299
4274,rbauction_11047508,-0.6927197423427893,-0.3117802340921741,0,1.3333333333333333,0,bkt,1,,,,32.70786144387543,7499.9976,6220.528
5287,rbauction_10638403,0.011725703531394238,-0.5896293311048126,0,0.3333333333333333,0,bkt,1,,aperture tires,,29.70494064795028,19000.012,18910.168
6045,ironplanet_1757989,-0.402470456767821,-5.767973082403778,0,-0.3333333333333333,0,"80"" General Purpose Smooth Edge Bucket",1,,,,49.44742814379553,11000.002,10059.026
3267,PW_DE7227,-0.09519019911061033,0.7693904534601751,0,-0.6666666666666666,0,"Caterpillar 79""W bucket",1,Caterpillar C3.8 3.8L four cylinder turbo diesel engine,14-17.5 tires,Two speed hydrostatic transmission,30.831610680773863,16500.002,18512.36
3825,rbauction_11072124,-0.07256623955150854,-0.4242893413921859,0,-0.3333333333333333,0,bkt,1,,,,33.37882918202398,17000.002,15273.477
4967,rbauction_10184560,0.06931134680273665,0.12658217811282432,0,0.0,0,hyd Q/C bkt,1,,,,34.39679422717211,20500.01,19262.59
4412,bigiron_DA8598,-0.33652920114355295,-0.07153207774437924,0,1.0,0,"62"" Bucket",1,"4 Cylinder Diesel Engine, 50 Hp",10-16.5 Tires,Hydrostatic Transmission,58.717015165907675,12000.001,11193.672
4830,rbauction_11037881,-0.21970666902392466,0.9437578750365015,0,0.6666666666666666,0,bkt,1,,,,26.961129053313236,14000.007,10368.926
2161,PW_5211,-0.24726775590351655,-0.33315846009636785,0,-0.6666666666666666,0,,0,56 hp liquid cooled diesel engine,,,23.55067402470769,13499.996,13883.931
5409,ironplanet_1861269,0.0505981401487734,-0.935324176512112,0,-0.6666666666666666,0,"74"" Wide General Purpose Smooth Edge Bucket",1,,,,37.902512442043935,19999.992,19592.09
3526,rbauction_10243819,-0.9277695268422086,-0.07197845407914802,0,1.0,0,,0,,,,44.0613738478699,5499.998,5146.0576
2308,PW_A5035,-0.02924894348634055,-1.53458287550044,0,-0.3333333333333333,0,"72"" smooth bucket",1,"85 HP, Case 4T-390 diesel engine",12-16.5 tires,,43.15701017402593,18000.002,17905.887
4323,rbauction_10812563,-0.6438094588007637,1.1413884469523132,0,0.3333333333333333,0,grapple bkt,1,,segmented tires,,30.041180607490183,8000.001,7960.5327
1524,rbauction_10590262,-0.14257102428612622,-0.17363671996678678,0,-1.0,0,bkt,1,,,,23.39968269660577,15499.992,14376.675
5907,rbauction_10560967,-0.5978653096258961,-0.03825459145697745,0,0.6666666666666666,0,grapple bkt,1,,,,26.94538111223463,8500.006,8390.4
3784,bigiron_EK9082,-0.5296983655784526,-0.09688525247057614,0,0.6666666666666666,0,"67"" Universal Mount Bucket",1,"2.2L CAT Diesel Engine, 51 Hp",Galaxy 10X16.5 8 Ply Tires On 8 Bolt Wheels,Single Speed Hydro Transmission,23.01147917664225,9300.0,11272.217
1960,rbauction_10347882,-0.16742067226840174,-0.5456686413087963,0,-0.3333333333333333,0,bkt,1,,,,29.444218928771143,15000.002,14657.194
2027,rbauction_10597495,-0.6927197423427893,0.0,1,0.0,1,bkt,1,,,,46.179682474044675,7499.9976,6850.102
4329,bigiron_CW9075,-0.2902879155746101,-0.05956488459014539,0,0.3333333333333333,0,"72"" Long Lip Low Profile Bucket, About 9' Lift Height To Bucket Pins, Electric Bucket Lock, Universal Type Bucket Coupler",1,"3 Cylinder, Deutz BF3M2011 Diesel",,,42.4527779341701,12754.993,12713.218
2328,PW_C5938,-0.0505981401487734,-0.1928950368866856,0,-0.3333333333333333,0,"72"" smooth bucket with bolt-on cutting edge, Bucket foot controls",1,"83 HP, New Holland four cylinder turbo diesel engine","extra wheels and tires included, Nu-Air 12"" 33x12-16 RC604DL tires",,25.46118699853628,17499.992,16726.324
2280,PW_3454,-0.33652920114355295,0.4416092196182445,0,-0.6666666666666666,0,"72"" bucket",1,"88 HP, Case 4.5L four cylinder diesel engine",Solid rubber tires,,36.684660454867746,12000.001,12166.071
5666,rbauction_10502086,-0.5978653096258961,0.8355270705279668,0,1.3333333333333333,0,4-in-1 bkt,1,,,,22.39058209706717,8500.006,7167.783
6089,ironplanet_1967043,-0.6438094588007637,-6.7328242930088305,0,0.3333333333333333,0,"68"" General Purpose Smooth Edge Bucket The engine started and ran. The drivetrain engaged in forward and reverse. The main components appear to be in place and operational.",1,,,,29.12326721399521,8000.001,7390.244
3543,bigiron_EK7758,-0.10211121856766248,0.21815245903717725,0,-0.6666666666666666,0,,0,"82 Hp, Case/Iveco 432T/M3 4 Cylinder Turbocharged Diesel Engine",12-16.5 Mismatched Tires,Hydrostatic Four Wheel Drive,41.29877570601183,16349.989,15400.829
55,rbauction_10098470,-0.7450057390983122,0.942352232259244,0,0.6666666666666666,0,bkt,1,,,,24.37553434723568,6999.9995,6407.7383
5021,rbauction_11221048,-0.16742067226840174,0.3741479014761554,0,1.0,0,bkt,1,,,,20.699358749907528,15000.002,14257.777
3272,PW_DE6374,-0.8618282712179406,0.7262066203925024,0,1.3333333333333333,0,"60""W bucket",1,Four cylinder diesel engine,10-16.5NHS tires,Hydrostatic transmission,27.757144877288408,5999.9976,5492.6177
3959,rbauction_11135340,-0.7450057390983122,-0.3731275219408791,0,0.6666666666666666,0,bkt,1,,,,22.529706599265925,6999.9995,6494.849
2654,PW_H7679,-0.36878285015768775,0.2987313521238412,0,-0.3333333333333333,0,"72""W bucket",1,Four cylinder diesel engine,Samson 12-16.5 tires,Hydrostatic transmission,30.03809759110547,11500.001,9351.691
1727,rbauction_10814547,0.17281461933350872,-1.2819274130251554,0,-0.6666666666666666,0,bkt,1,,solid tires,,22.131105025451607,23500.016,21236.246
1325,rbauction_10326063,-0.1931128399187525,-1.0539623054993308,0,-0.6666666666666666,0,bkt,1,,,,29.75992695748821,14499.993,12844.235
5577,ironplanet_2143039,0.08757358863328601,-6.12407095646866,0,-0.3333333333333333,0,"68"" Wide General Purpose Smooth Edge Bucket",1,Ultra Low Sulfur Diesel,"13"" Track Belts",,55.5887701411504,20999.99,18539.426
2619,PW_AW9919,-0.402470456767821,-0.9211204369553836,0,-0.3333333333333333,0,"79""W bucket",1,Volvo 3.319L four cylinder 16V diesel engine,12-16.5 NHS tires,Hydrostatic transmission,37.155677420523794,11000.002,10224.256
2018,rbauction_11001632,0.08757358863328601,-0.3188486458466241,0,-0.6666666666666666,0,bkt,1,,,,25.18259603547237,20999.99,22647.295
482,rbauction_10211072,-0.4377254814411016,0.3286613532477303,0,0.3333333333333333,0,bkt,1,,,,35.42717583434013,10499.999,9562.684
2896,PW_L3514,-0.3055924010504629,0.0733611402522648,0,0.0,0,Bucket,1,John Deere three cylinder diesel engine,Solid tires,Hydrostatic transmission,47.37084536898706,12500.001,11851.932
2675,PW_I6852,-0.33652920114355295,0.24594535610055415,0,0.3333333333333333,0,"80""W bucket",1,Four cylinder diesel engine,14-17.5 tires,Hydrostatic transmission,51.21465582006061,12000.001,13353.447
5957,rbauction_11207354,-0.27586912621808235,0.0,1,0.3333333333333333,0,bkt,1,,,,33.47445668562877,13000.003,12403.649
5550,ironplanet_2053690,-0.9630245515154892,-5.159219745863608,0,0.0,1,,0,,Cushion Tires,,38.130488184948355,5249.9976,7800.2285
1810,rbauction_10091109,-0.02924894348634055,-1.0959246857317195,0,-1.0,0,bkt,1,,,,34.67507401823554,18000.002,17465.494
2949,PW_DA3859,-0.402470456767821,-0.005777951233531257,0,0.3333333333333333,0,"67""W bucket",1,"49 HP, Kubota V2203 2.2L four cylinder diesel engine",12-16.5 tires,Hydrostatic transmission,25.389695247609787,11000.002,10720.335
671,bigiron_CX3559,-0.15489400089546826,-0.5378931341518841,0,-0.6666666666666666,0,"Height To Bucket Hinge Pin 123""",1,Case 432T 70HP Engine,12-16.5 Titan Tires,,40.1731329339264,15249.999,16784.25
5452,ironplanet_1788579,-0.4377254814411016,-5.767973082403778,0,0.0,0,"72"" Wide General Purpose Smooth Edge Bucket",1,,,,29.32579420173017,10499.999,10751.225
4012,ironplanet_1609766,0.2347140181057021,-3.4713966345101044,0,-1.0,0,"68"" Wide General Purpose Smooth Edge Bucket",1,Ultra Low Sulfur Diesel,Cushion Tires,,46.479520517530965,25500.002,22652.871
3348,PW_DF2858,-0.634395097195843,0.0,1,1.6666666666666667,0,,0,Kubota V2203-E four cylinder diesel engine,10-16.5 tires,Hydrostatic transmission,21.39485636213124,8100.001,7782.9155
187,rbauction_10964912,-0.4747009299256124,0.31497413461426194,0,0.6666666666666666,0,bkt,1,,,,26.614635587877626,10000.001,9832.157
3542,rbauction_10186691,-0.9277695268422086,0.5779859636587654,0,0.6666666666666666,0,,0,,solid tires,,16.171644619153838,5499.998,5827.994
5031,ironplanet_1738856,-0.0505981401487734,-5.767973082403778,0,-0.6666666666666666,0,"80"" Wide General Purpose Smooth Edge Bucket",1,Ultra Low Sulfur Diesel,,,27.12613419647939,17499.992,16791.918
1477,rbauction_10457916,0.3321862301556351,-0.6838627936493947,0,-0.6666666666666666,0,bkt,1,,,,45.287748038518544,28999.998,27073.516
4602,rbauction_10887092,0.2780313141708701,-1.7872383379757235,0,-0.6666666666666666,0,bkt,1,,,,28.30873755876915,27000.004,25450.854
4166,rbauction_10112112,-0.1931128399187525,-0.5760500045193983,0,0.3333333333333333,0,bkt,1,,,,27.855567519110533,14499.993,17652.104
1802,rbauction_10158371,-0.33652920114355295,-0.6643651217940678,0,-0.3333333333333333,0,bkt,1,,,,32.55344003303266,12000.001,13310.866
3794,rbauction_10625001,0.08757358863328601,-0.3182574338285046,0,-0.3333333333333333,0,,0,,aperture tires,,27.648596566052127,20999.99,19650.172
1512,rbauction_10555355,-0.7450057390983122,0.6029753853066379,0,2.333333333333333,0,bkt,1,,,,29.519380943521924,6999.9995,6309.683
3081,PW_ED9546,-0.33652920114355295,0.3827031756529898,0,0.0,1,"72""W bucket",1,Four cylinder diesel engine,12-16.5 tires,Hydrostatic transmission,37.3942665327415,12000.001,12986.682
2789,PW_J4540,0.10540609052412186,-0.5564542469304422,0,0.3333333333333333,0,"73""W bucket",1,Deutz four cylinder diesel engine,Galaxy 12-16.5 tires,Hydrostatic transmission,42.5750214627439,21500.0,17546.666
4517,bigiron_DH2131,-0.5711485133999963,-0.36051045160566414,0,0.3333333333333333,0,7' Bucket,1,Hi Low Range Engine,4) 12-16.5 Tires,,29.163238280438065,8805.004,8668.198
3204,PW_EI9171,0.2347140181057021,0.04841476032447864,0,-0.3333333333333333,0,"83""W low profile bucket",1,John Deere turbo diesel engine,"18""W tracks",Two speed hydrostatic transmission,36.471290405346544,25500.002,23589.879
236,rbauction_10615013,-0.07256623955150854,-0.17013473985630448,0,-0.6666666666666666,0,,0,,solid tires,,13.283053281339939,17000.002,17916.803
3000,PW_L4960,-0.7669738385010474,0.5302768002149819,0,0.6666666666666666,0,,0,Kubota V2203-E 2.2L turbo diesel engine,10-16.5L5 14PR tires,Hydrostatic transmission,21.873998972428165,6799.997,6966.654
3876,rbauction_11101571,-0.6927197423427893,0.4612906128795031,0,0.0,1,bkt,1,,solid flex tires,,32.46472744948961,7499.9976,6800.497
5988,ironplanet_1976347,0.08757358863328601,-6.7328242930088305,0,-0.6666666666666666,0,"74 1/2"" Wide General Purpose Smooth Edge Bucket",1,Ultra Low Sulfur Diesel,,,53.46389062716673,20999.99,21391.97
4318,rbauction_11285994,-0.21970666902392466,-0.6530440027521252,0,-0.6666666666666666,0,bkt,1,,,,17.35091373672107,14000.007,14566.576
2855,PW_L1533,-0.1931128399187525,-2.6371802683166368,0,0.0,0,"72""W low profile bucket",1,Case 445T/M2 four cylinder turbo diesel engine,12 x 16.5 NHS tires,Two speed hydrostatic transmission,31.54322568446367,14499.993,13936.61
3692,rbauction_10325762,-0.1931128399187525,-1.3348387741788752,0,-0.3333333333333333,0,hyd Q/C bkt,1,,,,44.799065388578526,14499.993,17443.705
2888,PW_F1544,-0.16742067226840174,-1.9231452620910805,0,0.0,1,"72""W bucket",1,"88 HP, Case 4.5L four cylinder diesel engine",12-16.5 tires,Hydrostatic transmission,33.410506401555544,15000.002,14664.172
2659,PW_F8929,0.0505981401487734,-0.013680757565582888,0,0.3333333333333333,0,"84""W bucket",1,"90 HP, Kubota V3300T 3.3L four cylinder turbo diesel engine",12-16.5 tires,Two speed hydrostatic transmission,22.90830919742504,19999.992,18724.79
1444,ironplanet_1674135,-0.27586912621808235,-6.12407095646866,0,-0.3333333333333333,0,"74"" Wide General Purpose Smooth Edge Bucket",1,,,,52.036078250338726,13000.003,12215.983
1928,rbauction_10178468,0.12282861330656658,0.38853695291087625,0,0.0,0,bkt,1,,,,39.544342512845546,21999.992,21006.617
5665,bigiron_DE2887,-0.6533422431519806,0.38642006024450976,0,0.3333333333333333,0,"66"" Tooth Bucket",1,"4 Cyl Kubota Model V2203 Diesel Engine, 46 Hp","18"" Solid Tires",,39.47593779045207,7899.999,7983.0283
4948,ironplanet_1967037,-0.575897210223161,0.0,1,0.3333333333333333,0,"73"" Wide General Purpose Smooth Edge Bucket The engine started and ran. The drivetrain engaged in forward and reverse. The main components appear to be in place and operational.",1,,,,39.530972019859306,8750.0,9191.774
3664,rbauction_10422946,0.13985958538880894,-1.3236269782556012,0,-0.6666666666666666,0,bkt,1,,,,29.22128945060481,22500.004,19970.53
2865,PW_L6085,-0.4900114781966236,-0.24188934299119105,0,0.0,1,"Smooth bucket, Tooth bucket",1,Deutz four cylinder diesel engine,"12 x 16.5 foam-filled tires, 12""W tracks",Hydrostatic transmission,30.83294626112566,9800.002,8728.738
2133,PW_6567,-0.3055924010504629,-0.7355391932904011,0,-0.6666666666666666,0,"77"" power quick attach bucket",1,70 hp turbocharged diesel engine,New 12-16.5NHS tires,,45.300302185359385,12500.001,11611.482
2782,PW_L6453,0.4747009299256124,-3.7457382708945706,0,-1.0,0,,0,Four cylinder diesel engine,31 x 6 x 10/10-16.5 solid tires,Hydrostatic transmission,31.9790716302286,35000.0,32670.693
418,rbauction_10571720,-0.5978653096258961,-0.1970037948825145,0,0.0,0,,0,,,,29.78714911783544,8500.006,8036.7515
1702,rbauction_10432654,0.0505981401487734,-0.9644399507428194,0,-0.6666666666666666,0,bkt,1,,,,35.797679757154604,19999.992,18649.297
5760,rbauction_10464217,0.12282861330656658,0.006965360576408915,0,-0.6666666666666666,0,bkt,1,,,,30.53644566634657,21999.992,20971.049
2697,PW_H4661,-0.6927197423427893,0.3619742755188261,0,1.0,0,"66""W bucket, Two pin bucket adapter replaced 2013",1,"1999 Isuzu 4JB1 169 C.I.D. diesel engine, 62 HP",12-16.5 tires,Hydrostatic transmission,35.78141995400137,7499.9976,7445.8843
3978,rbauction_10874806,0.38272804578826136,0.4726510395441237,0,-0.6666666666666666,0,Q/C bkt,1,,,,39.20353351702714,31000.0,30244.889
5706,rbauction_11016943,-0.24726775590351655,0.8696485676567779,0,0.0,0,bkt,1,,,,58.01896302949529,13499.996,12992.256
3458,rbauction_10836896,-0.5135733665429933,1.0228164193506497,0,-0.3333333333333333,0,bkt,1,,,,15.71167393960376,9500.0,8360.749
5341,ironplanet_1780921,-0.33652920114355295,-6.7328242930088305,0,-0.3333333333333333,0,"78"" General Purpose Smooth Edge Bucket",1,,Cushion Tires,,24.88665546140843,12000.001,11777.376
2249,PW_4968,-0.5802401812110789,0.3966920535957604,0,0.6666666666666666,0,"73"" bucket with bolt on edge",1,Case 3.9L 60hp four cylinder diesel engine,12-16.5 tires,,48.154384973067714,8700.0,8711.199
437,bigiron_FM3322,0.14823366355875667,-0.678858532703819,0,-0.3333333333333333,0,,0,"76 Hp, Diesel, Water Cooled Engine",33 X 12 X 16.5 Never Flat Tires,,28.776727879646767,22750.012,21207.021
3520,rbauction_10466292,-0.8011681962924699,0.7910473808632871,0,0.3333333333333333,0,bkt,1,,solid tires,,39.6223847167436,6499.9985,6989.34
1436,rbauction_11131032,-0.3055924010504629,0.13084551376527168,0,-0.3333333333333333,0,bkt,1,,,,27.35160136083654,12500.001,11165.068
3883,rbauction_10057110,-0.36878285015768775,0.0,1,0.0,1,bkt,1,,,,28.887397408928045,11500.001,11156.701
5962,rbauction_10339547,-0.14257102428612622,-0.19392042570106596,0,0.6666666666666666,0,Q/C bkt,1,,,,49.34376052617546,15499.992,14409.329
2953,PW_F1697,0.263865549143798,-2.457934456415474,0,-1.0,0,Bucket,1,Bobcat 2.4L diesel engine,10x16.5 tires,Two speed hydrostatic transmission,51.57011015228624,26500.008,25424.629
534,rbauction_10557899,-0.3055924010504629,0.1837968888342888,0,0.3333333333333333,0,bkt,1,,,,31.49797892220933,12500.001,12274.42
821,rbauction_10908568,0.4527328305228782,-1.8696858353689247,0,-1.0,0,bkt,1,,,,29.2999577174892,34000.023,36994.49
1848,rbauction_10096554,-0.3055924010504629,0.017109218087503174,0,0.3333333333333333,0,hyd Q/C bkt,1,61hp,,,43.903955097580315,12500.001,10765.117
1571,rbauction_10383043,-0.33652920114355295,-0.046456500650543374,0,1.0,0,bkt,1,,,,59.70646901757577,12000.001,12737.077
5510,rbauction_10460688,-0.24726775590351655,0.4252868192033536,0,0.3333333333333333,0,bkt,1,,segmented tires,,36.97120252337992,13499.996,11595.646
5993,bigiron_EK9068,-0.6533422431519806,-0.4143430808413559,0,0.0,0,"67"" Universal Mount Bucket",1,46 HP 4 Cylinder Diesel Engine,10X16.5 Tires On 8 Bolt Wheels,Single Speed Hydro Transmission,40.37704463018788,7899.999,7668.4004
1417,rbauction_10212372,0.6128726587076736,-1.26961946796995,0,-1.0,0,hyd Q/C bkt,1,,,,31.95327016027925,41999.996,42368.824
1563,rbauction_10577310,0.15651621991669984,0.5760667668824571,0,0.0,0,Q/C bkt,1,,,,39.01496504839847,22999.992,22048.85
175,rbauction_10089195,0.2780313141708701,-1.4863533629194898,0,-0.6666666666666666,0,,0,,,,44.3344209767484,27000.004,29385.754
3089,PW_DA3179,-0.5056377300187025,0.4724108520902134,0,0.6666666666666666,0,"68""W bucket",1,"Engine cover will not stay up, Four cylinder diesel engine",12-16.5 tires,Hydrostatic transmission,47.46825968221357,9600.0,10561.744
1995,rbauction_10366504,-0.4377254814411016,0.3504579357835908,0,0.3333333333333333,0,bkt,1,,aperture tires,,20.073101752483733,10499.999,9962.716
5153,rbauction_10811732,-0.4377254814411016,-0.36187582529841583,0,-0.3333333333333333,0,bkt,1,,,,31.25487776214188,10499.999,9420.257
4328,bigiron_DF0607,-0.7559101914500141,0.4791113946069805,0,0.0,1,Bucket And Fork Attachments,1,4 Cylinder Perkins Diesel Engine,Tires: 12-6.5,Hydrostatic Transmission,37.861100286145394,6899.9976,7081.879
5584,ironplanet_1714275,-0.008484730537539066,-1.2072825131442972,0,-0.6666666666666666,0,"71"" General Purpose Smooth Edge Bucket",1,,,,47.51414457110708,18500.004,16557.049
1542,bigiron_EP7454,-0.08379379843693968,-1.2810425309152829,0,-0.3333333333333333,0,"66"" Bucket, Foot Controls For Bucket And Boom",1,"58 Hp, BJDXL03 2.4L 4 Cyl, Diesel, Engine Block Heater",31 X 6 X 10 Solid Tires,Hydrostatic,31.15260296198897,16749.996,16436.006
