,unique_id,make,model,winning_bid,hours_final,age_at_sale,score,bucket,engine,tires,transmission,month_sold
2909,PW_L1636,BOBCAT,863,15500,2540.0,15.0,48.52219937016407,"72""W bucket",Deutz BF4M1011F four cylinder turbo diesel engine,"Power King 12-16.5 tires, Tires worn",Hydrostatic transmission,Oct
2910,PW_DA2878,CASE,75XT,9200,,15.0,36.293487424748186,6'W bucket,Four cylinder diesel engine,"additional tires, 12x16.5 tires",Hydrostatic transmission,Oct
2911,PW_L2691,BOBCAT,863,9200,1319.0,18.0,26.727170011706495,,"75 HP, Deutz 2.92L four cylinder turbo diesel engine",10x16.5 tires,Hydrostatic transmission,Oct
2912,PW_L4047,DEERE,318D,14500,1481.0,6.0,45.714830590406144,"66""W low profile bucket",John Deere 4024HT011A 2.4L four cylinder diesel engine,31 x 6 x 10 solid tires,Hydrostatic transmission,Oct
2913,PW_K1094,NEW HOLLAND,L225,9800,3029.0,3.0,40.26760486021712,"72""W bucket",Four cylinder diesel engine,12-16.5 tires,Hydrostatic transmission,Oct
2914,PW_DA3970,DEERE,328,9500,4295.0,9.0,25.599352603476518,"78""W bucket",John Deere four cylinder turbo diesel engine,14-17.5 tires,Two speed hydrostatic transmission,Oct
2915,PW_BV9372,CASE,SR220,20500,1543.0,3.0,53.58514100680127,"61""W bucket, Handle to lock bucket damaged",Turbo diesel engine,Galaxy 14-17.5 tires,Hydrostatic transmission,Oct
2916,PW_K1450,GEHL,SL4635,8000,2213.0,15.0,44.68428226264452,"78""W low profile bucket",Deutz F3M three cylinder diesel engine,Power King RG400 10-16.5 NHS tires,Hydrostatic transmission,Nov
2917,PW_BS9767,CASE,1840,7400,2412.0,,43.91397864463674,"62""W bucket",Cummins 4BT four cylinder diesel engine,10-16.5 tires,Hydrostatic transmission,Oct
2918,PW_BS9766,CASE,1840,7500,2678.0,,49.889905706486815,Bucket,Cummins 4BT four cylinder diesel engine,10-16.5 tires,Hydrostatic transmission,Oct
2919,PW_L4384,BOBCAT,S300,25000,1150.0,9.0,22.509346141529832,"74""W bucket",Kubota four cylinder turbo diesel engine,12-16.5 tires,Two speed hydrostatic transmission,Nov
2920,PW_K8148,BOBCAT,S330,43000,2180.0,9.0,20.042504281832887,,Kubota four cylinder diesel engine,"14-17.5 foam-filled tires, Bobcat tracks",Two speed hydrostatic transmission,Dec
2921,PW_K8131,BOBCAT,863,16500,4526.0,15.0,47.01935055839029,"12""W bucket, 23""W bucket",Four cylinder turbo diesel engine,Bobcat 12-16.5 tires,Two speed hydrostatic transmission,Nov
2922,PW_DB0003,CASE,430,9100,173.0,9.0,35.46115030422963,"72""W bucket","80 HP, Case 445/M2 4.5L four cylinder diesel engine",,Hydrostatic transmission,Dec
2923,PW_L3297,CASE,40XT,9200,5422.0,12.0,33.9281206745468,"65""W bucket",Four cylinder diesel engine,10-16.5 tires,Hydrostatic transmission,Dec
2924,PW_K2453,GEHL,R220,21500,431.0,3.0,49.74792537260914,Paladin low profile bucket,"72 HP, Yanmar 4-TNV98CTNMS four cylinder turbo diesel engine",Titan 12-16.5 NHS tires,Two speed hydrostatic transmission,Dec
2925,PW_DA3896,CASE,95XT,9600,,18.0,40.291640812855476,,Four cylinder diesel engine,33x12-120 solid tires,Hydrostatic transmission,Dec
2926,PW_BP9441,BOBCAT,773,13000,1887.0,15.0,41.803798339482384,"67""W bucket",Kubota V2203-E 2.2L diesel engine,Titan 10-16.5 tires,Hydrostatic transmission,Dec
2927,PW_DA8990,BOBCAT,S250,7700,7865.0,9.0,25.057921475875183,,Kubota V3300-T four cylinder turbo diesel engine,12-16.5 tires,Hydrostatic transmission,Dec
2928,PW_J1616,CASE,SV250,21500,1582.0,3.0,51.393561653111114,"83""W bucket",Four cylinder diesel engine,12-16.5 tires,Two speed hydrostatic transmission,Dec
2929,PW_J1612,CASE,450,21000,1077.0,6.0,45.39681232412738,"82""W bucket",Four cylinder diesel engine,12-16.5 tires,Two speed hydrostatic transmission,Dec
2930,PW_J1601,BOBCAT,S250,12500,2384.0,6.0,27.066931168028898,"78""W bucket",Four cylinder diesel engine,12-16.5 tires,Hydrostatic transmission,Dec
2931,PW_J1611,CASE,440,15500,1947.0,6.0,41.719632090220266,"70""W bucket",Four cylinder diesel engine,12-16.5 tires,Two speed hydrostatic transmission,Dec
2932,PW_J1608,CASE,440,13500,2333.0,9.0,45.048663999261656,"72""W bucket",Four cylinder diesel engine,12-16.5 tires,Hydrostatic transmission,Dec
2933,PW_J1607,BOBCAT,753,6600,,21.0,28.089085366331616,"60""W bucket",Four cylinder diesel engine,10-16.5 tires,Hydrostatic transmission,Dec
2934,PW_J1606,BOBCAT,S185,8200,7886.0,3.0,30.95597787428228,"68""W bucket",Four cylinder diesel engine,10-16.5 tires,Hydrostatic transmission,Dec
2935,PW_DB3605,NEW HOLLAND,LS160,8300,1688.0,9.0,28.450906968566986,"67""W bucket",New Holland four cylinder diesel engine,10-16.5 tires,Hydrostatic transmission,Dec
2936,PW_DB3606,NEW HOLLAND,LS170,10500,1412.0,9.0,42.38911464732078,"65""W bucket",New Holland four cylinder turbo diesel engine,10-16.5 tires,Hydrostatic transmission,Dec
2937,PW_DB3608,BOBCAT,S175,7900,2670.0,12.0,21.206626781716142,"68""W bucket",Kubota 2.2L four cylinder diesel engine,10-16.5 tires,Hydrostatic transmission,Dec
2938,PW_L4147,BOBCAT,S250,16500,4328.0,9.0,47.34759194532065,"73""W bucket",Kubota V3300-T four cylinder diesel engine,12-16.5 tires,Hydrostatic transmission,Dec
2939,PW_L5078,CATERPILLAR,252B,16500,2928.0,6.0,62.02740513689088,"Caterpillar 72""W bucket",Caterpillar 3044 four cylinder turbo diesel engine,12-16.5 tires,Two speed hydrostatic transmission,Dec
2940,PW_L5089,BOBCAT,S130,14500,1428.0,3.0,43.617563864805355,,"49 HP, Kubota V2203 2.4L four cylinder diesel engine",10-16.5 tires,Hydrostatic transmission,Dec
2941,PW_L5094,BOBCAT,S250,16000,4031.0,9.0,45.184173498898275,,Kubota four cylinder diesel engine,12-16.5 tires,Two speed hydrostatic transmission,Dec
2942,PW_K5554,BOBCAT,T250,12000,3061.0,9.0,21.039664083688546,"80""W bucket",Four cylinder turbo diesel engine,"18""W tracks",Hydrostatic transmission,Dec
2943,PW_DB1751,MUSTANG,2050,6100,7884.0,15.0,36.256470162231984,"Tomahawk 66""W bucket","49 HP, Yanmar 4TNE88-EMS four cylinder diesel engine",10-16.5 tires,Hydrostatic transmission,Dec
2944,PW_DB1755,DEERE,240,8800,2206.0,12.0,48.19187971683444,,John Deere 2.9L three cylinder diesel engine,"10-16.5 front tires, 12-16.5 rear tires",Hydrostatic transmission,Dec
2945,PW_BG9643,BOBCAT,S250,20000,895.0,3.0,29.76894819351616,"74""W bucket",Four cylinder diesel engine,12-16.5 tires,Hydrostatic transmission,Nov
2946,PW_L3585,CASE,430,9600,2872.0,9.0,40.59798725043526,6'W bucket,Cummins 4BT four cylinder diesel engine,12-16.5NHS tires,Hydrostatic transmission,Dec
2947,PW_DA3839,NEW HOLLAND,LX865,5900,,21.0,25.724957326439124,"64""W bucket","Low compression on one cylinder, New Holland three cylinder turbo diesel engine",12-16.5 tires,Hydrostatic transmission,Dec
2948,PW_L3909,BOBCAT,S650,30000,973.0,0.0,26.41907276972785,"74""W low profile bucket",Four cylinder diesel engine,33 x 12-16 solid tires,Two speed hydrostatic transmission,Dec
2949,PW_DA3859,BOBCAT,S150,11000,2121.0,12.0,25.389695247609783,"67""W bucket","49 HP, Kubota V2203 2.2L four cylinder diesel engine",12-16.5 tires,Hydrostatic transmission,Dec
2950,PW_DA5028,DEERE,325,19000,1876.0,6.0,64.36095283596697,,John Deere 3.0L turbo diesel engine,Solid tires,Two speed hydrostatic transmission,Dec
2951,PW_J5738,CASE,90XT,14000,3723.0,12.0,38.34910492718952,,Four cylinder diesel engine,33 x  15.50-16.5 tires,Hydrostatic transmission,Dec
2952,PW_DA5081,NEW HOLLAND,LS170,9600,1455.0,15.0,36.495867794182786,"67""W bucket",Four cylinder turbo diesel engine,10-16.5 tires,Hydrostatic transmission,Dec
2953,PW_F1697,BOBCAT,S570,26500,130.0,0.0,51.57011015228624,Bucket,Bobcat 2.4L diesel engine,10x16.5 tires,Two speed hydrostatic transmission,Dec
2954,PW_L4445,BOBCAT,863,6900,6956.0,18.0,19.298819021081933,,Four cylinder diesel engine,12-16.5 tires,Hydrostatic transmission,Dec
2955,PW_L4189,BOBCAT,S185,12500,,12.0,24.457244594831373,"66""W low profile bucket",Kubota V2003TE 2.0L four cylinder turbo diesel engine,Caterpillar 10-16.5 NHS tires,Hydrostatic transmission,Dec
2956,PW_J8679,BOBCAT,7753,5000,6474.0,21.0,20.500338778057245,"60""W bucket",Kubota V2203 four cylinder diesel engine,,Hydrostatic transmission,Dec
2957,PW_DB0762,BOBCAT,863,15000,2029.0,18.0,31.221084176930237,6'W bucket,Four cylinder turbo diesel engine,12-16.5 tires,Hydrostatic transmission,Dec
2958,PW_L3914,NEW HOLLAND,LX565,6000,2598.0,21.0,33.71575768415767,"72""W bucket",Four cylinder diesel engine,265/70D16.5 tires,Hydrostatic transmission,Dec
2959,PW_DB5394,BOBCAT,773 TURBO,13500,3073.0,15.0,27.60206529594207,6'W bucket,"46 HP, Three cylinder diesel engine","12-16.5 tires, Additional 10-16.5 tires",Hydrostatic transmission,Jan
2960,PW_DA5203,GEHL,SL7810 DXT,11500,1632.0,12.0,28.75330975648993,,"Engine issues, Perkins 4.4L four cylinder diesel engine","355/70D17.5 tires, Grouser 16""W tire tracks",Two speed hydrostatic transmission,Jan
2961,PW_DF9583,CASE,450,14000,482.0,12.0,32.95643465777528,"77""W bucket",Four cylinder diesel engine,12-16.5 tires,Hydrostatic transmission,Feb
2962,rbauction_10440385,BOBCAT,S570,20000,2678.0,3.0,36.9444600310416,bkt,,,,Feb
2963,PW_K5507,GEHL,R220,14000,3005.0,3.0,41.708799811115625,"72""W bucket",Yanmar four cylinder turbo diesel engine,12-16.5 tires,Hydrostatic transmission,Jan
2964,PW_DA7515,NEW HOLLAND,L160,9600,4516.0,9.0,24.463546219827265,"72""W bucket",New Holland four cylinder diesel engine,10-16.5 tires,Hydrostatic transmission,Feb
2965,PW_L2839,CASE,1845C,18000,801.0,,55.688504621886565,"74""W bucket",Four cylinder diesel engine,12-16.5 tires,Hydrostatic transmission,Feb
2966,PW_DB2908,DEERE,317,15500,890.0,9.0,55.376809682781236,"66""W bucket","61 HP, John Deere 4042T four cylinder turbo diesel engine",10-16.5 tires,Hydrostatic transmission,Feb
2967,PW_DB4663,BOBCAT,S250,13500,6263.0,12.0,42.04254492862629,"72""W bucket",Kubota V3300-T four cylinder turbo diesel engine,12-16.5 NHS tires,Hydrostatic transmission,Feb
2968,PW_L4516,CASE,1845C,8200,5205.0,,47.993811025987654,"72""W bucket",Four cylinder diesel engine,Air filled tires,Hydrostatic transmission,Mar
2969,PW_DB2932,BOBCAT,763,5600,3706.0,21.0,26.354630104177012,,Kubota four cylinder diesel engine,10-16.5 tires,Hydrostatic transmission,Mar
2970,PW_AT9598,CASE,60XT,14500,1591.0,12.0,29.02987464494614,"72""W bucket",Case four cylinder diesel engine,12-16.5 tires,Hydrostatic transmission,Mar
2971,PW_DA7285,BOBCAT,843B,6200,1844.0,27.0,22.804392332285122,6'W bucket,Perkins four cylinder diesel engine,12-16.5 NHS tires,Hydrostatic transmission,Mar
2972,PW_DA0543,DEERE,325,12000,2939.0,9.0,48.11451855363273,"Case low profile bucket, Cracked bucket",John Deere four cylinder turbo diesel engine,12-16.5 tires,Hydrostatic transmission,Mar
2973,rbauction_10228868,MUSTANG,2042,8500,3499.0,15.0,27.42536728881347,bkt,,,,Sep
2974,PW_DA7302,BOBCAT,S750,26500,1062.0,3.0,20.876994747313415,"Bobcat 74HI 74""W bucket",3.4L four cylinder diesel engine,12-16.5 tires,Two speed hydrostatic transmission,Mar
2975,PW_DA3328,BOBCAT,743,6900,2479.0,,32.42579414981711,"60""W bucket",Four cylinder diesel engine,10 x 16.5 tires,Hydrostatic transmission,Mar
2976,PW_K4996,CATERPILLAR,216B,12000,2738.0,9.0,52.06117928595665,"Caterpillar 165-6153 67""W bucket",Caterpillar 3024C four cylinder diesel engine,10 x 16.5 tires,Hydrostatic transmission,Mar
2977,PW_K4997,CATERPILLAR,226B,13000,767.0,12.0,20.24216708231224,"Melroe 60Low 60""W low profile bucket",Caterpillar four cylinder turbo diesel engine,Samson 10-16.5NHS tires,Hydrostatic transmission,Mar
2978,PW_DA7731,CASE,SR220,15000,1546.0,3.0,49.40215118507172,"61""W bucket",Four cylinder turbo diesel engine,Galaxy 14-17.5 tires,Two speed hydrostatic transmission,Mar
2979,PW_J5707,CASE,440,13500,1611.0,,39.8232514996921,"71""W low profile bucket",Four cylinder turbo diesel engine,Cat 12-16.5 tires,Hydrostatic transmission,Mar
2980,PW_DB3790,DEERE,317,11000,1923.0,9.0,42.146598987465346,"61""W bucket",John Deere turbo diesel engine,30 x 10-16 solid tires,Hydrostatic transmission,Mar
2981,PW_DB3789,DEERE,317,11000,1541.0,9.0,40.58971475145599,"John Deere T72 Worksite Pro 72""""W bucket","John Deere turbo diesel engine, Non-operational engine door latch",30 x 10-16 solid tires,Hydrostatic transmission,Mar
2982,PW_DB1511,NEW HOLLAND,L553,5900,1621.0,,34.978382228219104,"60""W bucket",Kubota three cylinder diesel engine,10-16.5 NHS tires,Hydrostatic transmission,Mar
2983,PW_DB1273,CASE,1825,5100,910.0,,38.403495125680756,"48""W bucket",Four cylinder diesel engine,27x8.50-15 tires,Hydrostatic transmission,Mar
2984,PW_L4593,CASE,465,14000,3606.0,9.0,50.70278311694478,"82""W bucket",Cummins four cylinder turbo diesel engine,12-16.5 tires,Hydrostatic transmission,Mar
2985,PW_DE9526,BOBCAT,753C,11500,1160.0,15.0,36.19927998376108,"Bobcat 60""W bucket",Kubota V2203-E 2.2L four cylinder diesel engine,Steer King 10.00-16.5 tires,Hydrostatic transmission,Mar
2986,PW_DA7434,PROTOUGH,B108/2200,6700,3618.0,,37.57238114002914,6'W bucket,Kubota four cylinder turbo diesel engine,12-16.5 air filled tires,Hydrostatic transmission,Mar
2987,PW_CB9850,CASE,SR220,16500,1889.0,3.0,37.07658682157341,"72""W bucket",Four cylinder turbo diesel engine,Carlisle 12-16.5 tires,Hydrostatic transmission,Mar
2988,PW_DB0654,CATERPILLAR,272D,17000,2955.0,3.0,34.07717263787381,,"95 HP, Caterpillar C3.8 3.8L four cylinder turbo diesel engine",12-16.5 tires,Two speed hydrostatic transmission,Mar
2989,PW_L3981,BOBCAT,863,11500,2432.0,18.0,30.268141631436077,"72""W low profile bucket",Deutz BF4M1011F four cylinder diesel engine,12-16.5 NHS tires,Hydrostatic transmission,Mar
2990,PW_J1581,DEERE,240,10000,773.0,18.0,44.24763617459404,"66""W bucket",Three cylinder diesel engine,10-16.5 tires,Hydrostatic transmission,Mar
2991,PW_K4976,CASE,1840,11500,2643.0,24.0,52.05257720762454,"62""W low profile bucket",Cummins four cylinder diesel engine,"16""W tracks, Samson Premium 10-16.5 tires",Hydrostatic transmission,Apr
2992,PW_DB3800,DEERE,250,6000,1139.0,18.0,46.70354435926279,,John Deere Powertech 2.9L three cylinder diesel engine,Titan 12-16.5 tires,Hydrostatic transmission,Mar
2993,PW_J1567,KOMATSU,SK820,8200,1900.0,9.0,31.351589487911507,"60""W bucket",Komatsu four cylinder diesel engine,Solid tires,Two speed hydrostatic transmission,Apr
2994,PW_L4519,BOBCAT,S160,6600,5115.0,12.0,22.69255033262012,"74""W bucket",Kubota four cylinder diesel engine,10-16.5 tires,Hydrostatic transmission,Apr
2995,PW_AG9016,DEERE,270,12500,2147.0,15.0,34.75067054378018,John Deere 84HD bucket,John Deere Powertech 4.5L four cylinder diesel engine,14/17.5 tires,Hydrostatic transmission,Apr
2996,PW_AG9017,NEW HOLLAND,LX885,6300,5134.0,18.0,25.239902799799317,,"Creeps when engine is on, New Holland four cylinder turbo diesel engine",12-16.5 tires,Two speed hydrostatic transmission,Apr
2997,PW_CB9886,DEERE,318D,9500,1167.0,6.0,26.75919226820309,"72""W bucket","58 HP, John Deere 2.4L four cylinder turbo diesel engine",10 x 16.5 NHS tires,Two speed hydrostatic transmission,Apr
2998,PW_DH9577,BOBCAT,763,7200,7201.0,12.0,22.299034110230664,"68""W bucket",Four cyinder diesel engine,10-16.5 tires,Two speed hydrostatic transmission,Apr
2999,PW_DH9579,BOBCAT,763,6700,2904.0,21.0,26.433886227986413,"67""W bucket",Deisel engine,10-16.5 tires,Hydrostatic transmission,Apr
3000,PW_L4960,BOBCAT,763,6800,3905.0,15.0,21.873998972428165,,Kubota V2203-E 2.2L turbo diesel engine,10-16.5L5 14PR tires,Hydrostatic transmission,Apr
3001,PW_K3296,CATERPILLAR,262C,16500,6229.0,9.0,40.13572590678404,"72""W bucket, Bucket cracked",Four cylinder turbo diesel engine,Caterpillar 12-16.5 tires,Two speed hydrostatic transmission,Apr
3002,PW_L3984,CASE,75XT,12500,3986.0,18.0,38.35294065932345,"72""W bucket",Case four cylinder diesel engine,12-16.5 NHS tires,Hydrostatic transmission,Apr
3003,PW_DA0453,BOBCAT,A220,12000,2672.0,15.0,21.85016590139941,"Bobcat 202-0270 84""W bucket",Deutz four cylinder turbo diesel engine,Deestone 12-16.5 tires,Two speed hydrostatic transmission,Apr
3004,PW_J8647,VOLVO,MC80B,7200,2499.0,,27.60969172683733,Bucket,Volvo 3.3L four cylinder diesel engine,Solid tires,Hydrostatic transmission,Apr
3005,PW_DA3448,CASE,1835B,7000,3116.0,,40.57438768131869,"60""W bucket",Four cylinder diesel engine,10 x 16.5 tires,Hydrostatic transmission,May
3006,PW_DA7771,BOBCAT,S175,13000,,12.0,26.41233502435541,,Four cylinder diesel engine,10-16.5 tires,Hydrostatic transmission,May
3007,PW_L4707,BOBCAT,S250,8700,4200.0,6.0,34.276447646465485,"74""W bucket",Four cylinder diesel engine,,Two speed hydrostatic transmission,May
3008,PW_L4709,BOBCAT,S300,8900,5912.0,9.0,32.313192684216325,"74""W bucket",Four cylinder diesel engine,,Two speed hydrostatic transmission,May
3009,PW_DA8075,BOBCAT,S150,9100,3239.0,12.0,19.555797251235862,"67""W bucket",Kubota 2.2L four cylinder diesel engine,12-16.5 tires,Hydrostatic transmission,May
3010,PW_DB3928,NEW HOLLAND,LX865,7200,2734.0,18.0,21.52967309176618,"77""W bucket",New Holland 332T/JF 3.2L three cylinder turbo diesel engine,Galaxy 12x16.5 tires,Hydrostatic transmission,May
3011,PW_DA8093,CASE,1845C,7800,6081.0,27.0,33.404583890524584,"72""W bucket","60 HP, Case 4-390 3.92L four cylinder diesel engine",12-16.5 tires,Hydrostatic transmission,May
3012,rbauction_10495752,DEERE,240,10000,1726.0,18.0,48.883825089639366,bkt,,,,Mar
3013,PW_CC9135,CASE,445,10500,3218.0,12.0,48.58891538291667,"66""W bucket",Four cylinder turbo diesel engine,12-16.5 tires,Hydrostatic transmission,May
3014,PW_DA0659,BOBCAT,863,12500,1899.0,18.0,13.525458558687461,Low profile bucket,Four cylinder diesel engine,12-16.5 tires,Hydrostatic transmission,May
3015,PW_K3959,BOBCAT,S185,9000,5804.0,9.0,21.769282221402758,"67""W bucket",Four cylinder turbo diesel engine,Marcher 10-16.5 tires,Hydrostatic transmission,May
3016,PW_K3960,BOBCAT,S185,13000,3285.0,12.0,21.33066527647847,"67""W bucket",Kubota V2003 2.0L four cylinder turbo diesel engine,Solideal Extra-Wall 10-16.5 tires,Hydrostatic transmission,May
3017,PW_K3961,BOBCAT,S160,9100,2480.0,6.0,24.341991139331466,"67""W bucket","Engine smokes, Kubota V2607-T 2.4L four cylinder turbo diesel engine",Power King 27x10.50-15 tires,Hydrostatic transmission,May
3018,PW_K3962,BOBCAT,S160,12000,2588.0,6.0,17.909975180659448,,Kubota V2607-T 2.4L four cylinder turbo diesel engine,Solideal Xtra-Wall 10-16.5 tires,Hydrostatic transmission,May
3019,PW_DD9356,DEERE,328,22000,900.0,9.0,49.66928132926079,"78""W bucket",John Deere four cylinder turbo diesel engine,14 x 17.5 tires,Hydrostatic transmission,May
3020,PW_K4794,DEERE,326D,19000,2437.0,3.0,39.734177491150064,"John Deere Worksite Pro C78 78""W bucket",John Deere turbo diesel engine,Mitas SK-02 12-16.5 tires,Hydrostatic transmission,May
3021,PW_K4795,DEERE,332D,23000,1387.0,6.0,42.28661864521211,"John Deere Work Site Pro 84 84""W bucket",John Deere turbo diesel engine,Samson 14-17.5 tires,Hydrostatic transmission,May
3022,PW_J2537,BOBCAT,S185,15000,3330.0,9.0,23.25597757524431,"68""W bucket",Kubota 2.0L four cylinder diesel engine,Solid Deal Xtra-Wall 10-16.5 tires,Hydrostatic transmission,May
3023,PW_K4759,BOBCAT,S850,24000,2060.0,3.0,25.475443538067108,"73""W bucket",Kubota four cylinder diesel engine,Bobcat 14-17.5 tires,Two speed hydrostatic transmission,May
3024,PW_K4760,BOBCAT,S150,12000,979.0,3.0,20.805512346409106,"67""W bucket",Kubota V2403 2.4L four cylinder diesel engine,Bobcat 10-16.5 tires,Hydrostatic transmission,May
3025,PW_K4768,BOBCAT,S750,22500,1623.0,3.0,21.918219078481215,"73""W bucket",Four cylinder turbo diesel engine,Bobcat 12-16.5 tires,Hydrostatic transmission,May
3026,PW_K4771,BOBCAT,S650,14500,2504.0,6.0,16.88692326151131,"67""W bucket",Kubota V3307 3.3L four cylinder turbo diesel engine,Carlisle Guard Dog HD 12-16.5 tires,Hydrostatic transmission,May
3027,PW_DA8137,BOBCAT,873,9000,1935.0,21.0,33.274498602895484,"68""W bucket",Four cylinder diesel engine,12-16.5 tires,Hydrostatic transmission,May
3028,PW_DD9432,DEERE,260,11500,3753.0,15.0,45.01253289512264,"84""W bucket",John Deere three cylinder diesel engine,12-16.5 tires,Hydrostatic transmission,Jun
3029,PW_DA2695,CASE,420,5600,,12.0,46.1074090459083,"60""W bucket","Four cylinder turbo diesel engine, Non-operational engine",10-16.5 tires,Hydrostatic transmission,Jun
3030,PW_DP9315,BOBCAT,863 TURBO,7600,8674.0,15.0,19.791885859959482,"72"" bucket",Four cylinder turbo diesel engine,12 x 16.5 tires,Hydrostatic transmission,Jun
3031,rbauction_10638420,CASE,430,14000,2993.0,12.0,31.91680465313992,bkt,,,,May
3032,PW_DP9301,BOBCAT,S650,11000,6960.0,6.0,19.149591904480296,"86""L x 32""W bucket",Kubota four cylinder turbo diesel engine,"31"" solid tires",Two speed hydrostatic transmission,Jun
3033,PW_DH9655,BOBCAT,863H,5300,4807.0,18.0,21.576954874132177,6'W bucket,Engine Rebuilders BF4M1011 four cylinder diesel engine,12-16.5NHS tires,Hydrostatic transmission,Jun
3034,PW_BS9420,NEW HOLLAND,L218,8600,5.0,6.0,38.260068401370944,"66""W bucket",Four cylinder turbo diesel engine,10-16.5 tires,Hydrostatic transmission,Jun
3035,PW_DB1043,CASE,SR175,13500,993.0,6.0,53.92921016465692,"71""W low profile bucket",Shibaura four cylinder turbo diesel engine,,Hydrostatic transmission,Jul
3036,PW_DA3032,NEW HOLLAND,L218,10500,3130.0,3.0,67.34348866959331,"65""W bucket","2.2L four cylinder turbo diesel engine, 57 HP, Remanufactured engine",Solideal 10-16.5 tires,Two speed hydrostatic transmission,Jul
3037,PW_L2324,DEERE,326D,23500,220.0,6.0,24.753690712262863,John Deere C76 bucket,"70 HP, John Deere 5030HT014 3.0L five cylinder turbo diesel engine, One engine cover side panel missing",Hauler SKS 12-16.5 tires,Two speed hydrostatic transmission,Aug
3038,PW_DB9398,NEW HOLLAND,L783,5900,2829.0,21.0,20.008497613486746,"63""W bucket",Three cylinder diesel engine,12-16.5 tires,Hydrostatic transmission,Aug
3039,PW_DA1569,CATERPILLAR,236B,12500,1215.0,12.0,40.884416765854546,,"72 HP, Caterpillar 3304C four cylinder turbo diesel engine",Samson 12-16.5 tires,Hydrostatic transmission,Aug
3040,PW_DJ9614,CASE,90XT,10500,2912.0,12.0,37.137675353327886,6'W bucket,Four cylinder diesel engine,12 x 16.5 tires,Hydrostatic transmission,Aug
3041,PW_DA1618,CASE,85XT,12000,1044.0,15.0,36.43684020894207,"72""W bucket",Case four cylinder diesel engine,12-16.5 tires,Hydrostatic transmission,Aug
3042,PW_DA1631,BOBCAT,S250,5300,2000.0,9.0,17.95580930552833,,Turbo diesel engine,12-16.5 tires,Two speed hydrostatic transmission,Aug
3043,PW_DQ9486,CATERPILLAR,262D,14500,3324.0,3.0,37.3006560987772,"CNH LM 70""W bucket",Caterpillar C3-38 four cylinder turbo diesel engine,Caterpillar 12-16.5 tires,Hydrostatic transmission,Aug
3044,PW_K1852,BOBCAT,S250,9700,7238.0,12.0,20.451299319533923,,"75 HP, Kubota V3300DI-T four cylinder turbo diesel engine",Life Master 12-16.5 tires,Two speed hydrostatic transmission,Aug
3045,PW_DB3304,BOBCAT,773F,7700,3508.0,18.0,31.595388822273428,"60""W bucket",Kubota 2.2L four cylinder diesel engine,10-16.5 tires,Hydrostatic transmission,Aug
3046,PW_DB3292,BOBCAT,S205,7200,,9.0,18.461548563343637,,Kubota four cylinder diesel engine,10-16.5 tires,Hydrostatic transmission,Aug
3047,PW_DK9540,BOBCAT,773,10000,3779.0,15.0,20.107953107471765,"67""W bucket",Four cylinder turbo diesel engine,10-16.5 tires,Hydrostatic transmission,Aug
3048,PW_DA1105,BOBCAT,S205,17500,635.0,3.0,24.75669069676125,"66""W bucket",Kubota V2607-D1-T-EU3 2.6L four cylinder diesel engine,Lift Master 10-16.5 foam-filled tires,Two speed hydrostatic transmission,Aug
3049,PW_DB4082,CATERPILLAR,226,8600,6022.0,12.0,23.94897857118001,"Caterpillar 68""W bucket",Caterpillar four cylinder diesel engine,10-16.5 NHS tires,Hydrostatic transmission,Aug
3050,PW_DC5475,DOOSAN DAEWOO,440 PLUS,11000,716.0,,74.27138313786435,,"47 HP, Cummins A2300 2.29L four cylinder diesel engine",10-16.5 tires,Hydrostatic transmission,Sep
3051,PW_DC2749,CATERPILLAR,242B3,17500,629.0,3.0,36.73406965202239,Caterpillar 279-5365 bucket,Caterpillar C3.4 3.3L four cylinder turbo diesel engine,Wolf Paws 7.50-16LT tires,Two speed hydrostatic transmission,Sep
3052,PW_BV9174,THOMAS,243HD,6200,2894.0,,46.43447144899706,"68""W bucket",Deutz four cylinder diesel engine,12-16.5 tires,Hydrostatic transmission,Sep
3053,PW_DD0879,NEW HOLLAND,LS190,9500,,15.0,28.014196613311068,"72""W bucket",Diesel engine,"Additional tire included, Desston 12-16.5 tires",Two speed hydrostatic transmission,Sep
3054,PW_DD0882,NEW HOLLAND,LX885,8400,,21.0,23.48757300277395,"72""W bucket",Turbo diesel engine,Bobcat 12-16.5 tires,Two speed hydrostatic transmission,Sep
3055,PW_L3211,DEERE,332,7300,4812.0,9.0,40.28410487734337,,John Deere 5030HT001 3.0L four cylinder turbo diesel engine,14-17.5NHS tires,Hydrostatic transmission,Sep
3056,PW_L3213,CATERPILLAR,272C,8100,5916.0,6.0,36.28171028743032,"73""W bucket",Caterpillar C3.4 four cylinder turbo diesel engine,10-16NHS tires,Two speed hydrostatic transmission,Sep
3057,PW_DB5867,CASE,70XT,11000,1588.0,,47.639595790428416,"72""W bucket",Four cylinder turbo diesel engine,12 x 16.5 tires,Hydrostatic transmission,Sep
3058,PW_DB3426,BOBCAT,863,8100,3257.0,,27.717834321015733,,Four cylinder turbo diesel engine,12-16.5 tires,Hydrostatic transmission,Sep
3059,PW_DA3092,BOBCAT,S250,12500,4208.0,9.0,36.573410518492345,"78""W bucket",Kubota V3300 four cylinder diesel engine,12-16.5 tires,Hydrostatic transmission,Sep
