,unique_id,make,model,hours_final_nan,winning_bid,age_at_sale_nan,hours_final,age_at_sale,score,bucket,engine,tires,transmission,month_sold,engine_sentiment,bucket_sentiment,tires_sentiment,transmission_sentiment
3444,rbauction_10652413,CATERPILLAR,246B 2 SPD,0,1.4392140193512533,0,0.16134907904505183,0.5024146734879694,0.17531946574393797,bkt,,,,Jun,0.0,0.0,0.0,0.0
3445,rbauction_10090693,DEERE,326D,0,0.09883617890505499,0,-0.13738594225799639,-0.4860655598507791,-0.6198213067224189,bkt,,solid tires,,Jul,0.0,0.0,0.0,0.0
3446,rbauction_11028660,CATERPILLAR,297C HIGH FLOW,0,1.6066258897529377,0,0.4739801512079387,0.008174556818595184,1.1683295625777714,4-in-1 bkt,,rubber tracks,,Feb,0.0,0.0,0.0,0.0
3447,rbauction_11016140,JCB,175 ECO 2 SPD,0,0.7246254499337328,0,-0.050773068787929775,-1.4745457931895276,0.6360276677916852,,,,,Dec,0.0,0.0,0.0,0.0
3448,bigiron_EN4356,BOBCAT,753,0,-0.8074693264912103,0,0.33418472436548907,1.9851350234960923,-1.2154662093811188,,Kubota 43 HP 4 Cylinder Diesel Engine,10-16.5 Tires,,Mar,0.0,0.0,0.0,0.0
3449,rbauction_10207825,BOBCAT,S150,0,0.09883617890505499,0,0.30796139398832917,-0.4860655598507791,-0.9792777527468848,bkt,,,,Sep,0.0,0.0,0.0,0.0
3450,rbauction_10669008,CATERPILLAR,236,1,-0.5539755606006533,0,0.27101882444419034,0.9966547901573437,1.571979811558319,bkt,,,,Jun,0.0,0.0,0.0,0.0
3451,rbauction_11002772,DEERE,323D,0,0.3280248792185516,0,0.2767679620477749,-0.4860655598507791,-0.685976933170666,bkt,,,,Dec,0.0,0.0,0.0,0.0
3452,rbauction_10700115,TAKEUCHI,TS50V 2 SPD,0,1.0599464545953736,0,-0.10236481057891085,-0.9803056765201533,0.9332943203034527,bkt,,,,Jul,0.0,0.0,0.0,0.0
3453,rbauction_10243839,CASE,70XT,0,0.1779460147761687,0,0.30323162070871895,0.5024146734879694,1.4737048232449874,bkt,,,,Nov,0.0,0.0,0.0,0.0
3454,rbauction_10527894,JCB,260 ECO,0,1.1111318923801197,0,0.14591429400636777,-0.4860655598507791,-0.558729596572408,bkt,,aperture tires,,Apr,0.0,0.0,0.0,0.0
3455,rbauction_10332180,GEHL,SL5635,0,-1.854438873133059,0,0.9043624885978273,1.490894906826718,1.4809097467360297,bkt,,,,Dec,0.0,0.0,0.0,0.0
3456,rbauction_10491282,CASE,SR250,0,0.09883617890505499,0,0.5721133491260009,-0.9803056765201533,0.8106384162174922,bkt,,,,Apr,0.0,0.0,0.0,0.0
3457,rbauction_10253415,BOBCAT,S250,0,1.0599464545953736,0,0.5101771999714088,0.008174556818595184,1.379549619508617,hyd Q/C bkt,,,,Oct,0.0,0.0,0.0,0.0
3458,rbauction_10061661,BOBCAT,453,0,-1.4910493404702356,0,0.3713695418528699,1.9851350234960923,-0.9420968157799618,bkt,,,,Jun,0.0,0.0,0.0,0.0
3459,rbauction_10165281,DEERE,332 HIGH FLOW,0,-0.44784325625250915,0,1.0836010196314068,0.008174556818595184,0.01810528246338067,bkt,,,,Aug,0.0,0.0,0.0,0.0
3460,rbauction_10109912,BOBCAT,463,0,-0.34664916228517617,0,0.20751353381968177,0.5024146734879694,-1.6401793322681457,bkt,,solid tires,,Sep,0.0,0.0,0.0,0.0
3461,bigiron_DG6613,MUSTANG,2044,0,-0.35655934224397323,1,0.2739014265494809,0.008174556818595184,0.9931914926660921,5' Quick Attach Bucket,"47 Hp, Yanmar 4 Cylinder Diesel Engine",,Single Speed Hydro Transmission,Dec,0.0,0.0,0.0,0.0
3462,rbauction_10542122,DEERE,328E 2 SPD,0,2.1711355947280753,0,-0.20264673981772127,-0.9803056765201533,0.10109558873251498,bkt,,,,Apr,0.0,0.0,0.0,0.0
3463,bigiron_BA0451,BOBCAT,763,0,0.22695508345636345,0,0.22545771016456337,0.5024146734879694,-1.5198813504579538,,Kubota 2.2 L Diesel Motor 49 HP,Solid Rubber Tires,,Dec,0.0,0.0,0.0,0.0
3464,rbauction_10436786,CASE,60XT,0,-1.1797648316293312,0,0.6720156951306201,0.9966547901573437,-0.3141528202074341,bkt,,,,Feb,0.0,0.0,0.0,0.0
3465,rbauction_10442897,KOMATSU,SK815-5N,0,-1.1797648316293312,1,0.4515831618408196,0.008174556818595184,1.4493291955848304,,,,,Feb,0.0,0.0,0.0,0.0
3466,rbauction_10609258,TEREX,TSR50,0,-0.06857569149662958,0,-0.3904258370488907,-0.9803056765201533,-0.3982015695605148,bkt,,,,May,0.0,0.0,0.0,0.0
3467,rbauction_10213320,BOBCAT,873,0,0.7246254499337328,0,0.3875617162252607,0.9966547901573437,-1.2296553646688424,,,cushion tires,,Sep,0.0,0.0,0.0,0.0
3468,rbauction_10739753,CATERPILLAR,262C,0,0.016740370377647258,0,0.9259110880052641,0.008174556818595184,0.2166902810344478,,,aperture tires,,Aug,0.0,0.0,0.0,0.0
3469,rbauction_10143334,BOBCAT,S185 2 SPD,0,0.6633458838801963,0,-0.302501743537356,-0.9803056765201533,0.20133330252041376,,,,,Aug,0.0,0.0,0.0,0.0
